3/15/19,10:31:27,T=34.0,H=14.0
3/15/19,10:36:28,T=34.0,H=14.0
3/15/19,10:41:31,T=30.0,H=16.0
3/15/19,10:46:31,T=30.0,H=16.0
3/15/19,10:51:32,T=28.0,H=17.0
3/15/19,10:56:33,T=30.0,H=19.0
3/15/19,11:01:36,T=33.0,H=17.0
3/15/19,11:06:36,T=33.0,H=14.0
3/15/19,11:11:37,T=35.0,H=16.0
3/15/19,11:16:40,T=35.0,H=13.0
3/15/19,11:21:43,T=30.0,H=16.0
3/15/19,11:26:44,T=30.0,H=21.0
3/15/19,11:31:47,T=27.0,H=17.0
3/15/19,11:36:47,T=27.0,H=17.0
3/15/19,11:41:50,T=25.0,H=18.0
3/15/19,11:46:51,T=25.0,H=18.0
3/15/19,11:51:54,T=23.0,H=19.0
3/15/19,11:56:55,T=23.0,H=19.0
3/15/19,12:01:55,T=23.0,H=22.0
3/15/19,12:06:56,T=22.0,H=20.0
3/15/19,12:11:57,T=22.0,H=20.0
3/15/19,12:17:00,T=23.0,H=19.0
3/15/19,12:22:00,T=23.0,H=22.0
3/15/19,12:27:01,T=24.0,H=19.0
3/15/19,12:32:02,T=24.0,H=19.0
3/15/19,12:37:02,T=23.0,H=19.0
3/15/19,12:42:05,T=22.0,H=20.0
3/15/19,12:47:06,T=22.0,H=20.0
3/15/19,12:52:07,T=22.0,H=23.0
3/15/19,12:57:07,T=22.0,H=20.0
3/15/19,13:02:08,T=24.0,H=19.0
3/15/19,13:07:09,T=24.0,H=19.0
3/15/19,13:12:47,error,
3/15/19,13:18:25,error,
3/15/19,13:23:28,T=23.0,H=25.0
3/15/19,13:28:28,T=23.0,H=21.0
3/15/19,13:33:29,T=23.0,H=24.0
3/15/19,13:38:30,T=23.0,H=19.0
3/15/19,13:43:30,T=23.0,H=19.0
3/15/19,13:48:31,T=23.0,H=19.0
3/15/19,13:54:09,error,
3/15/19,13:59:47,error,
3/15/19,14:05:25,error,
3/15/19,14:11:03,error,
3/15/19,14:16:41,error,
3/15/19,14:22:19,error,
3/15/19,14:27:57,error,
3/15/19,14:33:35,error,
3/15/19,14:39:13,error,
3/15/19,14:44:51,error,
3/15/19,14:50:29,error,
3/15/19,14:56:07,error,
3/15/19,15:01:45,error,
3/15/19,15:07:24,error,
3/15/19,15:12:32,T=22.0,H=20.0
3/15/19,15:17:32,T=24.0,H=19.0
3/15/19,15:22:33,T=23.0,H=24.0
